idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,GPT-2,GPT-2 Medium,GPT-2 Large,GPT-2 XL,Llama-2 7B,Llama-2 7B Chat,Llama-2 13B,Llama-2 13B Chat,Llama-2 70B,Llama-2 70B Chat,GPT-3 davinci,GPT-3.5 td-002,GPT-3.5 td-003
51,Every bird builds this type of nest,as this type of nest is very comfortable.,Sc,F1,na_control,na_control,na_control,na_control,-28.817737579345703,-28.05432891845703,-27.728464603424072,-25.431884765625,-21.69645595550537,-22.843188762664795,-20.524649620056152,-22.175990104675293,-23.4780330657959,-22.08864402770996,-22.04481631,-22.19875627,-28.7029561617
51,Every bird builds this type of nest,and each type of nest is very comfortable.,Sc,F2,na_control,na_control,na_control,na_control,-30.19068145751953,-26.77594375610352,-30.417136669158936,-27.65896511077881,-28.832737922668457,-34.143659591674805,-27.46086978912353,-29.68872833251953,-26.50112533569336,-30.847198486328125,-28.09094822,-30.3158948,-37.50084126
52,Some teachers teach a few subjects,as the subjects are very important.,S,F1,some,QD,a few,QD,-27.82122039794922,-26.394004821777344,-23.07954835891724,-26.92920684814453,-24.166375160217285,-25.66735553741455,-26.42341899871826,-25.673285484313965,-25.99846744537353,-27.166024208068848,-23.087041900000003,-25.5618162,-28.7307495
52,Some teachers teach a few subjects,and each set of subjects is very important.,S,F2,some,QD,a few,QD,-30.50885009765625,-29.01023960113525,-30.812849521636963,-29.023620128631592,-31.26134777069092,-35.63120937347412,-33.32655906677246,-33.05363655090332,-31.11633014678955,-38.43867874145508,-30.51516772,-31.212162480000003,-35.85331729
52,Some teachers teach these subjects,as the subjects are very important.,Sc,F1,na_control,na_control,na_control,na_control,-26.59380340576172,-24.98184585571289,-23.3903923034668,-25.23012590408325,-22.13688564300537,-22.66203212738037,-23.862945556640625,-23.944318771362305,-22.166707038879395,-25.273770332336422,-22.9038769,-21.5940587,-25.3760764
52,Some teachers teach these subjects,and each set of subjects is very important.,Sc,F2,na_control,na_control,na_control,na_control,-32.38581085205078,-32.874236047267914,-33.259061336517334,-31.545106410980225,-31.1168270111084,-35.084415912628174,-31.812756061553955,-30.697482109069824,-29.386296272277832,-33.30726146697998,-32.97918187,-29.1783075,-39.56258614
53,Every car needs a mechanic,because the mechanic is very skilled.,S,F1,every,QD,a/an,IND,-23.433433532714844,-27.61075592041016,-28.828022003173828,-30.944284915924072,-25.85897159576416,-25.80701446533203,-25.450294494628903,-26.19890117645264,-27.65242290496826,-29.48821449279785,-28.8817501,-29.6156594,-34.165711800000004
53,Every car needs a mechanic,as long as the mechanics are very skilled.,S,F2,every,QD,a/an,IND,-27.81927490234375,-29.10572052001953,-29.87037706375122,-28.939916610717773,-32.25107479095459,-38.85266304016113,-30.36524772644043,-36.93759059906006,-32.99150466918945,-40.12926959991455,-28.533052365000003,-33.738776845000004,-42.669726284000006
53,Every car needs this mechanic,because the mechanic is very skilled.,Sc,F1,na_control,na_control,na_control,na_control,-22.73014068603516,-25.474254608154297,-24.72405242919922,-28.65570974349976,-21.18664789199829,-21.37232494354248,-21.719698905944824,-21.54814577102661,-22.753317832946777,-23.731810569763184,-21.7968612,-22.896154300000006,-29.75714205
53,Every car needs this mechanic,as long as the mechanics are very skilled.,Sc,F2,na_control,na_control,na_control,na_control,-29.1228256225586,-30.12566375732422,-30.05736303329468,-31.453914642333984,-33.20408582687378,-37.52799320220947,-32.28645992279053,-33.677608489990234,-34.00538158416748,-38.350966453552246,-29.642059474000003,-35.228307795,-40.1588176902
54,Most students read a book,because the book is interesting.,S,F1,most,QD,a/an,IND,-17.86109161376953,-15.777469635009766,-18.10315990447998,-17.22823143005371,-18.03574180603028,-22.539535522460938,-15.68852996826172,-20.43136692047119,-15.509220123291016,-19.245027542114254,-13.9879137,-13.973973399999998,-16.6871751
54,Most students read a book,and the books are interesting.,S,F2,most,QD,a/an,IND,-18.953826904296875,-20.682918548583984,-20.77891206741333,-21.658222675323486,-22.934300422668457,-21.30232000350952,-22.79326343536377,-23.70531129837036,-22.612250328063965,-22.338212966918945,-24.0417604,-22.4067222,-21.4679197
54,Most students read this book,because the book is interesting.,Sc,F1,na_control,na_control,na_control,na_control,-17.033737182617188,-15.780670166015623,-17.37589454650879,-16.712791442871094,-18.423843383789062,-18.457898139953613,-17.333407402038574,-19.54849147796631,-17.24379825592041,-19.46644592285156,-14.823138300000004,-15.1996118,-17.4196882
54,Most students read this book,and the books are interesting.,Sc,F2,na_control,na_control,na_control,na_control,-19.29093170166016,-22.8604736328125,-22.488980770111084,-24.57083368301392,-24.83806848526001,-22.98990535736084,-27.0202693939209,-28.09575700759888,-27.4913911819458,-27.348352432250977,-26.5030206,-23.7758352,-27.2690886
57,Some painters use a few colors,as these colors are vibrant.,S,F1,some,QD,a few,QD,-26.13532257080078,-26.16643524169922,-26.180540561676025,-26.888245582580566,-25.84896755218506,-30.055612564086918,-23.878437995910645,-26.83569288253784,-25.04561710357666,-27.69731903076172,-25.115367899999995,-25.3256991,-28.42656137
57,Some painters use a few colors,and these sets of colors are vibrant.,S,F2,some,QD,a few,QD,-32.06236267089844,-31.906627655029297,-32.73060417175293,-31.54100465774536,-34.42064952850342,-38.520554542541504,-34.51414966583252,-36.395033836364746,-32.49411487579346,-37.71910858154297,-31.4932807,-33.07812717,-45.27111078
57,Some painters use these colors,as these colors are vibrant.,Sc,F1,na_control,na_control,na_control,na_control,-24.8841552734375,-25.68978881835937,-24.185601234436035,-22.69681596755981,-23.54615020751953,-25.743520736694336,-20.732335090637207,-22.27254295349121,-20.47471237182617,-22.890005111694336,-21.8364962,-22.3988096,-27.3127052
57,Some painters use these colors,and these sets of colors are vibrant.,Sc,F2,na_control,na_control,na_control,na_control,-31.94983673095703,-36.12090873718262,-34.84470891952515,-33.36600971221924,-34.57772254943848,-38.3352746963501,-33.89445400238037,-35.486528396606445,-34.15199375152588,-36.87526893615723,-33.8013321,-34.804174499999995,-44.07270114000001
58,Most birds eat some kinds of seeds,because these kinds of seeds are nutritious.,S,F1,most,QD,some,QD,-22.331207275390625,-22.35254669189453,-22.90699148178101,-23.794078826904297,-19.896425247192383,-26.565592765808105,-23.09595012664795,-25.24302387237549,-25.085277557373047,-29.75851249694824,-18.688736390000003,-18.26716095,-29.1395725925
58,Most birds eat some kinds of seeds,and each set of seeds is nutritious.,S,F2,most,QD,some,QD,-27.993003845214844,-28.49818444252014,-29.28170156478882,-29.259004592895508,-31.59041309356689,-34.66671085357666,-30.66114997863769,-32.520626068115234,-31.70716094970703,-40.06878566741944,-31.906644564,-31.436324124,-43.20804807
58,Most birds eat these seeds,because these kinds of seeds are nutritious.,Sc,F1,na_control,na_control,na_control,na_control,-23.46233367919922,-22.995594024658203,-22.603297233581543,-23.536677837371823,-21.92238712310791,-26.822821617126465,-23.510476112365723,-24.080714225769043,-23.42949676513672,-26.75486183166504,-23.053274973,-20.759371862,-30.2639937526
58,Most birds eat these seeds,and each set of seeds is nutritious.,Sc,F2,na_control,na_control,na_control,na_control,-27.8931884765625,-29.112598419189453,-27.98903226852417,-29.24608850479126,-31.93397188186645,-34.04464817047119,-31.74693775177002,-31.82707977294922,-31.164353370666504,-34.75668525695801,-33.11004782999999,-34.08824758,-40.16467209
59,Most students read a book,and the book is very informative.,S,F1,most,QD,a/an,IND,-21.16010284423828,-23.37255096435547,-22.51114749908448,-23.304965496063232,-25.305360794067383,-24.46634101867676,-22.657695770263672,-22.957550048828125,-23.20895290374756,-24.120219230651852,-23.8809458,-25.8943007,-22.2489248
59,Most students read a book,and the books are very informative.,S,F2,most,QD,a/an,IND,-22.30548095703125,-25.56090545654297,-25.863544940948486,-25.30178165435791,-26.112606048583984,-24.306930541992188,-25.171883583068848,-25.542943954467773,-25.26377010345459,-25.53473472595215,-26.9622943,-26.6053683,-24.5170046
59,Most students read this book,and the book is very informative.,Sc,F1,na_control,na_control,na_control,na_control,-18.92301177978516,-19.949085235595703,-18.95945882797241,-19.94817590713501,-21.270564079284668,-19.8036470413208,-21.45716953277588,-20.535215377807617,-22.07383251190185,-21.878671646118164,-22.7588397,-21.9203638,-20.70454524
59,Most students read this book,and the books are very informative.,Sc,F2,na_control,na_control,na_control,na_control,-20.331153869628903,-24.744091033935547,-24.152814388275143,-25.82584953308105,-26.099114418029785,-24.304682731628414,-28.024906158447266,-27.879662036895752,-28.21010112762451,-27.284996032714844,-28.99315653,-27.40433425,-27.6291273
61,Every artist paints a picture,and the picture is beautiful.,S,F1,every,QD,a/an,IND,-15.146499633789062,-17.379451751708984,-15.942237854003906,-16.20543336868286,-17.36766242980957,-16.57172203063965,-18.34736442565918,-17.73563289642334,-17.92277240753174,-17.06916904449463,-18.0299924,-16.7053245,-19.716481
61,Every artist paints a picture,and the pictures are beautiful.,S,F2,every,QD,a/an,IND,-16.92426300048828,-18.402801513671875,-17.315961837768555,-17.916297435760498,-19.34940528869629,-19.760316371917725,-19.82891273498535,-19.387426376342773,-18.742055892944336,-19.86314105987549,-20.9880624,-21.0506278,-22.0351281
61,Every artist paints this picture,and the picture is beautiful.,Sc,F1,na_control,na_control,na_control,na_control,-15.93194580078125,-18.197555541992188,-17.28805685043335,-16.74946403503418,-17.24556255340576,-16.400196075439453,-17.04209613800049,-16.743504524230957,-18.615918159484863,-19.95769214630127,-16.9358317,-16.3460582,-25.34550243
61,Every artist paints this picture,and the pictures are beautiful.,Sc,F2,na_control,na_control,na_control,na_control,-17.17675018310547,-19.94232940673828,-18.882604122161865,-18.45855140686035,-20.07942485809326,-20.558492183685303,-19.08067321777344,-18.444278717041016,-18.843192100524902,-22.69123649597168,-20.7450311,-20.4802463,-24.9262608
62,Some drivers drive a few cars,as the cars are fast.,S,F1,some,QD,a few,QD,-24.6684799194336,-25.48199462890625,-25.585455417633057,-26.55815029144287,-23.23115539550781,-24.39161729812622,-24.293840408325195,-26.748513221740723,-22.01880550384521,-23.534639358520508,-22.6688829,-23.4179619,-24.5143791
62,Some drivers drive a few cars,and each set of cars is fast.,S,F2,some,QD,a few,QD,-32.9544677734375,-30.58216381072998,-33.04578161239624,-32.19613981246948,-33.75940799713135,-38.335750579833984,-34.75051498413086,-37.403340339660645,-31.95032024383545,-33.95954513549805,-31.1699198,-32.328801150000004,-35.63134049000001
62,Some drivers drive these cars,as the cars are fast.,Sc,F1,na_control,na_control,na_control,na_control,-22.6510009765625,-21.752117156982425,-21.58520603179932,-22.91062355041504,-20.402318954467773,-22.65190887451172,-18.947582244873047,-20.56242656707764,-19.08422946929932,-22.034372329711918,-19.271854,-18.79501764,-22.1333517
62,Some drivers drive these cars,and each set of cars is fast.,Sc,F2,na_control,na_control,na_control,na_control,-34.325401306152344,-34.95347785949707,-36.85579681396485,-36.10845041275024,-35.944416999816895,-39.51988744735718,-36.951372146606445,-40.1611270904541,-35.82586860656738,-37.15120601654053,-34.9258876,-35.19864784,-37.5652406
64,Every phone has a screen protector,and the screen protector prevents scratches.,S,F1,every,QD,a/an,IND,-20.26593017578125,-15.766773223876951,-16.572569847106934,-17.757611751556396,-21.397894859313965,-21.650156021118164,-19.526674270629883,-18.39078044891357,-19.64797782897949,-18.937582969665527,-19.3825719,-20.6215448,-23.9153689
64,Every phone has a screen protector,and these different screen protectors prevent scratches.,S,F2,every,QD,a/an,IND,-34.05260467529297,-26.46560478210449,-26.38720464706421,-27.79867458343506,-31.462799072265625,-33.89072799682617,-31.15480136871338,-33.99593257904053,-31.08606243133545,-36.570091247558594,-32.5166950715,-32.65597101715,-40.9913087986
64,Every phone has this screen protector,and the screen protector prevents scratches.,Sc,F1,na_control,na_control,na_control,na_control,-20.88154602050781,-18.086387634277344,-17.95978879928589,-18.80669593811035,-22.437482357025143,-22.02135801315308,-21.11187744140625,-19.96500301361084,-22.252062797546387,-20.35178279876709,-21.434889,-22.982137900000005,-26.76457854
64,Every phone has this screen protector,and these different screen protectors prevent scratches.,Sc,F2,na_control,na_control,na_control,na_control,-34.87664794921875,-30.25830841064453,-28.07656192779541,-29.858327865600582,-33.67117118835449,-34.72067928314209,-31.74054288864136,-33.03196907043457,-33.28669738769531,-36.11903476715088,-33.272528996,-35.7853599137,-40.382159511
65,Most cars have a GPS system,as this particular GPS system is highly accurate.,S,F1,most,QD,a/an,IND,-38.44344329833984,-36.41181564331055,-35.267395973205566,-34.721230030059814,-35.76869297027588,-39.13536357879639,-34.945929527282715,-37.604122161865234,-36.19602870941162,-38.99790000915527,-34.4272087,-34.864208870000006,-47.02697365
65,Most cars have a GPS system,and their different GPS systems are all highly accurate.,S,F2,most,QD,a/an,IND,-40.48609161376953,-38.41954040527344,-38.6436505317688,-39.09217834472656,-39.3132905960083,-43.26145935058594,-39.3632173538208,-42.62934970855713,-42.11058902740479,-44.241217613220215,-39.63947385,-42.3390994,-45.30172586
65,Most cars have this GPS system,as this particular GPS system is highly accurate.,Sc,F1,na_control,na_control,na_control,na_control,-36.58738708496094,-34.562400817871094,-34.74299192428589,-31.90884590148925,-32.07134437561035,-33.591715812683105,-28.13042163848877,-29.607646942138672,-31.64276599884033,-32.033159255981445,-32.58443727,-30.15650522,-40.50258953
65,Most cars have this GPS system,and their different GPS systems are all highly accurate.,Sc,F2,na_control,na_control,na_control,na_control,-39.16460418701172,-36.98112869262695,-38.35325813293457,-38.21795606613159,-38.66921424865723,-40.436835289001465,-38.22898864746094,-38.96622276306152,-44.396141052246094,-41.63757038116455,-39.74252516,-40.71335748,-42.87312290000001
66,Every city has a culture,that is found nowhere else.,S,F1,every,QD,a/an,IND,-20.09600830078125,-18.009492874145508,-17.349045276641846,-16.69722604751587,-14.272321701049805,-18.85941505432129,-14.097185134887695,-15.299015998840332,-13.30653476715088,-15.478097915649414,-13.9760537133,-15.0325086215,-16.0355785135
66,Every city has a culture,that is common across the world.,S,F2,every,QD,a/an,IND,-20.706314086914062,-22.990846633911133,-20.836859703063965,-20.63170528411865,-21.351970672607425,-24.56667232513428,-23.69397735595703,-27.58185863494873,-19.97173500061035,-22.564173698425293,-21.93507698,-21.188063900000003,-24.17349797
66,Every city has this unique culture,that is found nowhere else.,Sc,F1,na_control,na_control,na_control,na_control,-17.95909881591797,-15.722822189331056,-16.04255437850952,-13.359748840332031,-10.589207649230955,-12.664949417114258,-10.761841773986816,-11.68181324005127,-11.28965187072754,-13.305874824523926,-11.186467974,-9.849306391000002,-10.360760341
66,Every city has this unique culture,that is common across the world.,Sc,F2,na_control,na_control,na_control,na_control,-19.79408264160156,-19.56930160522461,-18.870097160339355,-18.83954763412476,-19.24204921722412,-22.08562564849853,-21.042049407958984,-22.97372817993164,-20.350550651550293,-21.26570987701416,-20.753581970000003,-18.03495822,-20.98483944
67,Every book tells a story,that is the same at its core.,S,F1,every,QD,a/an,IND,-24.86518096923828,-23.530494689941406,-21.71732711791992,-19.85635089874268,-22.25808048248291,-23.788561820983887,-25.57587242126465,-22.32767868041992,-22.97028350830078,-25.358141899108887,-20.63797358,-21.36593512,-25.1670297
67,Every book tells a story,though the stories are all different.,S,F2,every,QD,a/an,IND,-27.23133087158203,-25.946292877197266,-23.274364948272705,-21.490559101104736,-22.26524353027344,-25.43809509277344,-23.290977478027344,-25.23715877532959,-22.99980068206787,-27.22956371307373,-22.0870705,-20.70704121,-23.01421207
67,Every book tells this story,that is the same at its core.,Sc,F1,na_control,na_control,na_control,na_control,-29.192577362060547,-28.229705810546875,-26.892742156982425,-26.06502389907837,-21.96918821334839,-19.99868869781494,-22.52945327758789,-20.50004005432129,-21.00098705291748,-22.06637954711914,-22.93789082,-21.86724497,-22.463889410000004
67,Every book tells this story,though the stories are all different.,Sc,F2,na_control,na_control,na_control,na_control,-25.53874969482422,-24.67847442626953,-23.661412239074707,-21.043395519256592,-20.359771728515625,-21.23811960220337,-21.524577140808105,-22.041019439697266,-19.556950569152832,-22.205666542053223,-19.93206926,-19.96380194,-20.58375631
68,All birds have a unique song,and the song is beautiful.,S,F1,all,QD,a/an,IND,-17.833282470703125,-18.68036651611328,-18.928750038146973,-20.08875560760498,-19.269768714904785,-23.177003860473636,-20.95425128936768,-22.155385971069336,-18.76895332336425,-21.14220428466797,-19.218484300000004,-19.73734014,-26.1679134
68,All birds have a unique song,and each bird's different kind of song is beautiful.,S,F2,all,QD,a/an,IND,-36.72151565551758,-31.29205322265625,-33.78786325454712,-33.67313766479492,-37.30617666244507,-48.79799556732178,-34.69783592224121,-43.91436290740967,-33.89108467102051,-42.106224060058594,-34.590013614,-33.848737468,-38.581768353
68,All birds have this unique song,and the song is beautiful.,Sc,F1,na_control,na_control,na_control,na_control,-17.755043029785156,-17.478981018066406,-17.62442398071289,-18.95019578933716,-17.195310592651367,-19.216386795043945,-18.08952522277832,-18.50170135498047,-17.117294311523438,-18.68989849090576,-18.4664584,-17.00506181,-22.2035079
68,All birds have this unique song,and each bird's different kind of song is beautiful.,Sc,F2,na_control,na_control,na_control,na_control,-38.38566970825195,-33.30937576293945,-34.90982961654663,-33.74002504348755,-36.03632926940918,-45.81182527542114,-35.56261730194092,-43.41517734527588,-34.24562740325928,-40.56763648986816,-36.27854699,-34.160263542,-35.33810658699999
69,Every student is reading a book,because the book is very interesting.,S,F1,every,QD,a/an,IND,-21.78252410888672,-20.761348724365234,-21.633756160736084,-21.21323823928833,-21.76570606231689,-22.65330219268799,-22.30929946899414,-22.635602951049805,-21.90317916870117,-22.32269096374512,-19.9541912,-17.0080967,-27.421546220000003
69,Every student is reading a book,and the books are very interesting.,S,F2,every,QD,a/an,IND,-21.033180236816406,-22.0532455444336,-21.165340900421143,-20.51741647720337,-18.945387840271,-16.108135223388672,-17.744796752929688,-15.682496070861816,-18.473687171936035,-15.401944160461426,-18.08316005,-18.68652454,-24.833498700000007
69,Every student is reading this book,because the book is very interesting.,Sc,F1,na_control,na_control,na_control,na_control,-19.932388305664062,-18.86103248596192,-19.745879650115967,-18.410425662994385,-17.59299945831299,-17.320704460144043,-20.02996253967285,-17.928260803222656,-15.113580703735352,-16.263084411621094,-14.524073010000002,-15.10794047,-20.35649551
69,Every student is reading this book,and the books are very interesting.,Sc,F2,na_control,na_control,na_control,na_control,-19.892562866210938,-22.182945251464844,-22.551869869232178,-23.79314756393433,-22.12811183929444,-19.984539031982425,-21.074769020080566,-17.641693115234375,-22.851929664611816,-20.12605857849121,-23.522588,-20.66353663,-25.8721897
70,Some chefs cook a dish,and the dish is delicious.,S,F1,some,QD,a/an,IND,-15.761192321777344,-16.990135192871094,-15.961466789245604,-16.94235134124756,-15.972936630249023,-17.091057777404785,-15.040011405944824,-17.439058303833008,-14.040414810180664,-14.512253761291504,-14.7644228,-13.68834397,-14.58525095
70,Some chefs cook a dish,and the different dishes are delicious.,S,F2,some,QD,a/an,IND,-27.371109008789062,-29.859519958496094,-30.460501194000244,-29.71924924850464,-30.871935844421387,-32.28192090988159,-29.292698860168457,-31.215250968933105,-29.872248649597168,-32.003963470458984,-30.6952726,-29.5348881,-32.073902100000005
70,Some chefs cook this dish,and the dish is delicious.,Sc,F1,na_control,na_control,na_control,na_control,-15.394126892089844,-17.632598876953125,-16.797406673431396,-17.95753765106201,-20.858963012695312,-19.207013607025143,-19.369038581848145,-18.676305770874023,-19.82781982421875,-20.35000705718994,-22.31558825,-17.955528270000002,-20.30743142
70,Some chefs cook this dish,and the different dishes are delicious.,Sc,F2,na_control,na_control,na_control,na_control,-26.124725341796875,-27.8291015625,-27.91831874847412,-27.979422569274902,-31.388027667999268,-31.7780442237854,-32.08046913146973,-29.433035850524902,-29.33561038970948,-31.52079677581787,-34.996143700000005,-32.4819162,-37.62616292
71,You find every bird species in most parks,but other parks each only have a few of them.,S,F1,every,QD,most,QD,-41.09735870361328,-38.52577972412109,-37.216845989227295,-38.62745809555054,-35.08557605743408,-36.95525550842285,-37.32019233703613,-39.60694313049317,-37.27003288269043,-46.35853862762451,-33.99479344,-38.62092630000001,-42.86868263000001
71,You find every bird species in most parks,but don't expect to see all of them in the same park.,S,F2,every,QD,most,QD,-27.68903350830078,-24.66812419891357,-25.06636142730713,-25.191463470458984,-21.825336933135983,-20.05301523208618,-22.59303379058838,-22.321557998657227,-24.2386531829834,-22.461949348449707,-22.17504612,-23.53681402,-22.787958735
71,You find every bird species in this park,but other parks each only have a few of them.,Sc,F1,na_control,na_control,na_control,na_control,-43.86190032958984,-40.56085395812988,-39.91581392288208,-40.97157955169678,-37.80250263214111,-36.440924644470215,-41.81248950958252,-45.16102027893066,-41.350613594055176,-48.02950096130371,-37.15435113,-44.40064400999999,-50.46554803999999
71,You find every bird species in this park,but don't expect to see all of them in the same park.,Sc,F2,na_control,na_control,na_control,na_control,-29.909568786621094,-25.2372465133667,-27.68934726715088,-27.4528603553772,-26.1308822631836,-32.14833641052246,-28.35475444793701,-33.986510276794434,-27.96752452850341,-33.46202754974365,-27.71603406,-36.538893856,-31.131554777
72,Some local painters work with a few assistants,as the assistants are skilled.,S,F1,some,QD,a few,QD,-27.05899810791016,-26.7224349975586,-28.530441284179688,-25.694795608520508,-27.582301139831543,-31.20411252975464,-25.27484035491944,-28.110280990600582,-25.82298374176025,-31.50096225738525,-28.518386900000003,-26.2857048,-28.4388146
72,Some local painters work with a few assistants,and each of the painters' different sets of assistants is skilled.,S,F2,some,QD,a few,QD,-54.71689224243164,-55.25312852859497,-52.15956068038941,-50.48433542251587,-53.488582611083984,-58.20165205001831,-52.95860004425049,-56.760568618774414,-50.81242561340332,-60.45261287689209,-55.6802830542,-59.07774334105,-62.4080170439
72,Some local painters work with these assistants,as the assistants are skilled.,Sc,F1,na_control,na_control,na_control,na_control,-25.882080078125,-25.266441345214844,-23.36617946624756,-22.159698486328125,-20.86503219604492,-23.286696434021,-21.247754096984863,-21.13634395599365,-21.12725830078125,-24.23541259765625,-22.9562279,-23.207852,-26.0223781
72,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,na_control,na_control,na_control,na_control,-54.53417205810547,-56.488407373428345,-51.04723739624024,-51.64311504364014,-55.93892765045166,-59.53820848464966,-51.88005352020264,-56.48306369781494,-49.17639350891113,-53.92776393890381,-52.23716127412,-54.98544910938,-57.40484918236999
73,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,every,QD,most,QD,-39.99473571777344,-41.64217758178711,-42.44838857650757,-40.6256422996521,-41.19198036193848,-41.8540267944336,-42.41190910339356,-46.03461170196533,-45.81922245025635,-47.35400295257568,-39.17528978,-48.76178022500001,-55.301430129
73,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,every,QD,most,QD,-25.4415283203125,-25.92480754852295,-24.660350799560547,-24.498826503753666,-25.626120567321777,-26.70562744140625,-25.924623489379883,-27.092778205871586,-25.131312370300293,-23.89052391052246,-24.50123154,-25.31301824,-27.567596041000005
73,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,na_control,na_control,na_control,na_control,-41.84758758544922,-42.81563186645508,-43.11600208282471,-41.22131681442261,-39.676719665527344,-40.407596588134766,-41.64505863189697,-43.48678112030029,-43.02047729492188,-49.05040264129639,-40.37899873,-53.11547305999999,-55.70298773100001
73,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,na_control,na_control,na_control,na_control,-27.840476989746094,-27.08666956424713,-26.24610185623169,-27.564212799072266,-26.949024200439453,-34.78641128540039,-25.979060173034668,-31.96497917175293,-28.38615894317627,-38.08632469177246,-29.05912673,-34.442617459999994,-31.736211046000005
75,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,most,QD,some,QD,-36.66838073730469,-31.93581771850586,-32.09159803390503,-31.16011619567871,-30.733067512512207,-27.884684562683105,-31.98838329315185,-32.323798179626465,-29.169620513916016,-33.27407455444336,-32.08436982,-33.906277880000005,-33.48994649
75,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,most,QD,some,QD,-33.11969757080078,-33.70706367492676,-37.08006095886231,-34.38048076629639,-28.143598556518555,-37.49350070953369,-29.854222297668457,-39.821306228637695,-30.14842700958252,-36.484869956970215,-34.46260219999999,-29.688016460000004,-34.301682369999995
75,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,na_control,na_control,na_control,na_control,-38.42610931396485,-34.38682556152344,-35.04640245437622,-34.54993438720703,-32.86274814605713,-31.48216724395752,-32.68929100036621,-33.9551362991333,-28.937291145324707,-33.98735237121582,-32.5342448,-37.4954541,-37.23763247
75,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,na_control,na_control,na_control,na_control,-34.35863494873047,-35.14677906036377,-37.540714263916016,-35.8280029296875,-30.75771141052246,-41.64758968353272,-32.17017078399658,-44.49353981018066,-33.35951232910156,-41.53187274932861,-37.00292213,-33.00940129999999,-40.360129456
76,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,some,QD,a few,QD,-25.89080047607422,-27.000030517578125,-27.359877586364743,-27.286147594451904,-26.696462631225582,-27.580005168914795,-23.41022682189941,-23.8647403717041,-25.42223262786865,-27.839052200317383,-24.95290244,-25.958086200000004,-28.3368757
76,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,some,QD,a few,QD,-48.3423957824707,-47.556785583496094,-48.0522255897522,-51.041444301605225,-48.74221992492676,-49.85108041763306,-50.46896839141846,-51.54879808425903,-45.95449066162109,-52.15871620178223,-50.4912842,-52.37275601,-54.97856945
76,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,na_control,na_control,na_control,na_control,-25.369991302490234,-26.21588134765625,-25.517416954040527,-25.79871320724488,-22.064291954040527,-23.01871156692505,-21.186071395874023,-22.249208450317383,-21.48086452484131,-23.83604145050049,-22.65139671,-21.62777845,-29.49091312
76,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,na_control,na_control,na_control,na_control,-48.81749725341797,-48.72901153564453,-47.82891798019409,-50.81087493896485,-51.25975561141968,-51.56622648239136,-49.92514228820801,-51.79387378692627,-50.46298122406006,-52.87986660003662,-51.13054397,-52.4650869,-52.751955465
77,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,most,QD,a/an,IND,-21.8552360534668,-20.23443984985352,-20.55831718444824,-19.29578018188477,-23.46504306793213,-24.63793563842773,-22.19003677368164,-23.340203285217285,-24.477611541748047,-27.59230899810791,-20.99708906,-22.864367472000005,-27.174053374000003
77,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,most,QD,a/an,IND,-35.862525939941406,-34.16371884942055,-34.339529514312744,-36.8281774520874,-35.55544567108154,-37.49463939666748,-32.14243984222412,-36.59895133972168,-35.40073871612549,-39.28830528259277,-33.92065374,-33.416996046,-37.15802487500001
77,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,na_control,na_control,na_control,na_control,-19.560665130615234,-17.997852325439453,-18.33840036392212,-18.1221227645874,-21.33497333526612,-22.42620277404785,-19.413146018981934,-20.543331146240234,-18.9428768157959,-19.1058988571167,-19.9740378,-21.243277000000003,-22.259418727
77,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,na_control,na_control,na_control,na_control,-35.492271423339844,-32.6962776184082,-34.29015684127808,-37.05219697952271,-34.99176597595215,-35.875301361083984,-35.08983516693115,-37.27513313293457,-38.19316864013672,-42.764410972595215,-37.13948915000001,-37.391270496,-39.788884424
78,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,some,QD,a/an,IND,-30.01301956176757,-32.54007339477539,-29.99215078353882,-32.331336975097656,-30.389024257659912,-33.66617012023926,-25.61563968658448,-29.717439651489254,-24.69185447692871,-27.85337448120117,-26.46816791,-26.93498957,-35.41984139
