idx,workerid,sentence,followup,stype,ftype,response,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
72,657,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,19,Group 3
72,682,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,24,Group 3
72,713,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,25,Group 3
72,741,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,9,Group 3
72,769,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,6,Group 3
72,797,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,6,Group 3
72,825,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,19,Group 3
72,854,Some local painters work with these assistants,and each of the painters' different sets of assistants is skilled.,Sc,F2,7.0,na_control,na_control,na_control,na_control,,12,Group 3
73,650,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,2.0,every,QD,most,QD,,21,Group 9
73,670,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,4.0,every,QD,most,QD,,18,Group 9
73,695,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,2.0,every,QD,most,QD,,10,Group 9
73,724,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,2.0,every,QD,most,QD,,21,Group 9
73,750,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,4.0,every,QD,most,QD,,14,Group 9
73,781,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,2.0,every,QD,most,QD,,10,Group 9
73,835,You find every type of fish in most aquariums,but other aquariums each only have a few of them.,S,F1,6.0,every,QD,most,QD,,21,Group 9
73,654,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,6.0,every,QD,most,QD,,11,Group 1
73,681,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,3.0,every,QD,most,QD,,9,Group 1
73,708,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,2.0,every,QD,most,QD,,12,Group 1
73,792,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,5.0,every,QD,most,QD,,15,Group 1
73,820,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,7.0,every,QD,most,QD,,20,Group 1
73,847,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,6.0,every,QD,most,QD,,9,Group 1
73,863,You find every type of fish in most aquariums,but don't expect to see all of them in the same aquarium.,S,F2,4.0,every,QD,most,QD,,20,Group 1
73,648,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,12,Group 27
73,668,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,25,Group 27
73,694,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,18,Group 27
73,720,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,15,Group 27
73,748,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,10,Group 27
73,778,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,6,Group 27
73,812,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,9,Group 27
73,834,You find every type of fish in this aquarium,but other aquariums each only have a few of them.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,21,Group 27
73,639,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,26,Group 16
73,672,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,25,Group 16
73,698,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,18,Group 16
73,723,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,19,Group 16
73,753,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,7.0,na_control,na_control,na_control,na_control,,11,Group 16
73,754,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,9,Group 11
73,783,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,16,Group 16
73,807,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,26,Group 16
73,837,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,15,Group 16
73,857,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,7.0,na_control,na_control,na_control,na_control,,15,Group 10
73,862,You find every type of fish in this aquarium,but don't expect to see all of them in the same aquarium.,Sc,F2,5.0,na_control,na_control,na_control,na_control,The second phrase makes sense as a continuation ,7,Group 16
74,636,Some local photographers work with a few models,as these models are professional.,S,F1,6.0,some,QD,a few,QD,,11,Group 4
74,661,Some local photographers work with a few models,as these models are professional.,S,F1,6.0,some,QD,a few,QD,,21,Group 4
74,704,Some local photographers work with a few models,as these models are professional.,S,F1,2.0,some,QD,a few,QD,,12,Group 4
74,735,Some local photographers work with a few models,as these models are professional.,S,F1,4.0,some,QD,a few,QD,,19,Group 4
74,764,Some local photographers work with a few models,as these models are professional.,S,F1,4.0,some,QD,a few,QD,,10,Group 4
74,780,Some local photographers work with a few models,as these models are professional.,S,F1,6.0,some,QD,a few,QD,,24,Group 4
74,806,Some local photographers work with a few models,as these models are professional.,S,F1,6.0,some,QD,a few,QD,,20,Group 4
74,849,Some local photographers work with a few models,as these models are professional.,S,F1,5.0,some,QD,a few,QD,,25,Group 4
74,651,Some local photographers work with a few models,and each set of models is professional.,S,F2,6.0,some,QD,a few,QD,,11,Group 11
74,710,Some local photographers work with a few models,and each set of models is professional.,S,F2,2.0,some,QD,a few,QD,,11,Group 11
74,738,Some local photographers work with a few models,and each set of models is professional.,S,F2,5.0,some,QD,a few,QD,,20,Group 11
74,774,Some local photographers work with a few models,and each set of models is professional.,S,F2,2.0,some,QD,a few,QD,,9,Group 11
74,801,Some local photographers work with a few models,and each set of models is professional.,S,F2,4.0,some,QD,a few,QD,,16,Group 11
74,829,Some local photographers work with a few models,and each set of models is professional.,S,F2,2.0,some,QD,a few,QD,is rather than are,6,Group 11
74,841,Some local photographers work with a few models,and each set of models is professional.,S,F2,4.0,some,QD,a few,QD,,19,Group 11
74,861,Some local photographers work with a few models,and each set of models is professional.,S,F2,4.0,some,QD,a few,QD,,12,Group 11
74,645,Some local photographers work with these models,as these models are professional.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,10,Group 8
74,664,Some local photographers work with these models,as these models are professional.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,15,Group 8
74,701,Some local photographers work with these models,as these models are professional.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,9,Group 8
74,728,Some local photographers work with these models,as these models are professional.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,20,Group 8
74,758,Some local photographers work with these models,as these models are professional.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,16,Group 8
74,786,Some local photographers work with these models,as these models are professional.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,10,Group 8
74,814,Some local photographers work with these models,as these models are professional.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,18,Group 8
74,842,Some local photographers work with these models,as these models are professional.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,14,Group 8
74,645,Some local photographers work with these models,and each set of models is professional.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,25,Group 8
74,664,Some local photographers work with these models,and each set of models is professional.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,5,Group 8
74,701,Some local photographers work with these models,and each set of models is professional.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,25,Group 8
74,728,Some local photographers work with these models,and each set of models is professional.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,23,Group 8
74,758,Some local photographers work with these models,and each set of models is professional.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,12,Group 8
74,786,Some local photographers work with these models,and each set of models is professional.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,15,Group 8
74,814,Some local photographers work with these models,and each set of models is professional.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,25,Group 8
74,842,Some local photographers work with these models,and each set of models is professional.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,16,Group 8
75,644,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,1.0,most,QD,some,QD,,14,Group 2
75,666,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,1.0,most,QD,some,QD,,11,Group 2
75,692,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,2.0,most,QD,some,QD,,25,Group 2
75,719,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,3.0,most,QD,some,QD,,18,Group 2
75,747,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,5.0,most,QD,some,QD,,14,Group 2
75,777,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,2.0,most,QD,some,QD,,18,Group 2
75,810,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,3.0,most,QD,some,QD,,24,Group 2
75,833,Most birds fly to some types of trees,which are favored across different species of birds.,S,F1,2.0,most,QD,some,QD,,26,Group 2
75,650,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,2.0,most,QD,some,QD,,5,Group 9
75,670,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,3.0,most,QD,some,QD,,19,Group 9
75,695,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,4.0,most,QD,some,QD,,23,Group 9
75,724,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,1.0,most,QD,some,QD,,23,Group 9
75,750,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,2.0,most,QD,some,QD,,9,Group 9
75,781,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,1.0,most,QD,some,QD,,18,Group 9
75,835,Most birds fly to some types of trees,though each flies to different types of tree.,S,F2,3.0,most,QD,some,QD,,9,Group 9
75,659,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,2.0,na_control,na_control,na_control,na_control,,19,Group 20
75,687,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,26,Group 20
75,715,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,2.0,na_control,na_control,na_control,na_control,Sounds very redundant,7,Group 20
75,743,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,24,Group 20
75,771,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,15,Group 20
75,799,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,3.0,na_control,na_control,na_control,na_control,,15,Group 20
75,827,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,23,Group 20
75,856,Most birds fly to these types of trees,which are favored across different species of birds.,Sc,F1,1.0,na_control,na_control,na_control,na_control,,25,Group 20
75,656,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,20,Group 17
75,677,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,9,Group 17
75,712,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,6,Group 17
75,740,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,11,Group 17
75,768,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,25,Group 17
75,796,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,9,Group 17
75,824,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,10,Group 17
75,853,Most birds fly to these types of trees,though each flies to different types of tree.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,5,Group 17
76,635,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,1.0,some,QD,a few,QD,,6,Group 22
76,685,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,4.0,some,QD,a few,QD,,19,Group 22
76,696,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,5.0,some,QD,a few,QD,,18,Group 22
76,734,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,5.0,some,QD,a few,QD,,25,Group 22
76,756,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,3.0,some,QD,a few,QD,,21,Group 22
76,787,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,4.0,some,QD,a few,QD,,18,Group 22
76,818,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,7.0,some,QD,a few,QD,,15,Group 22
76,846,Some musicians play with a few drummers,as the drummers are skilled.,S,F1,7.0,some,QD,a few,QD,,24,Group 22
76,647,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,1.0,some,QD,a few,QD,,11,Group 26
76,678,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,2.0,some,QD,a few,QD,,24,Group 26
76,702,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,2.0,some,QD,a few,QD,,16,Group 26
76,729,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,6.0,some,QD,a few,QD,,23,Group 26
76,759,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,1.0,some,QD,a few,QD,,19,Group 26
76,789,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,6.0,some,QD,a few,QD,,14,Group 26
76,815,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,2.0,some,QD,a few,QD,,11,Group 26
76,843,Some musicians play with a few drummers,and each musician's different set of drummers is skilled.,S,F2,5.0,some,QD,a few,QD,,9,Group 26
76,634,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,26,Group 13
76,663,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,16,Group 13
76,722,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,14,Group 13
76,752,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,9,Group 13
76,782,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,7.0,na_control,na_control,na_control,na_control,"Both mention drummers, plural in both cases",5,Group 13
76,803,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,5,Group 13
76,859,Some musicians play with these drummers,as the drummers are skilled.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,9,Group 13
76,640,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,19,Group 7
76,673,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,19,Group 7
76,699,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,9,Group 7
76,726,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,5.0,na_control,na_control,na_control,na_control,,12,Group 7
76,755,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,20,Group 7
76,784,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,19,Group 7
76,808,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,6.0,na_control,na_control,na_control,na_control,,10,Group 7
76,838,Some musicians play with these drummers,and each musician's different set of drummers is skilled.,Sc,F2,1.0,na_control,na_control,na_control,na_control,The grammar in the second sentence is poor.,5,Group 7
77,667,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,2.0,most,QD,a/an,IND,,18,Group 25
77,689,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,4.0,most,QD,a/an,IND,,23,Group 25
77,717,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,4.0,most,QD,a/an,IND,,12,Group 25
77,745,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,5.0,most,QD,a/an,IND,,26,Group 25
77,773,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,2.0,most,QD,a/an,IND,,12,Group 25
77,802,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,5.0,most,QD,a/an,IND,,5,Group 25
77,830,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,7.0,most,QD,a/an,IND,,14,Group 25
77,858,Most bookstores exclusively sell a type of book,because it's a popular type of book.,S,F1,7.0,most,QD,a/an,IND,,7,Group 25
77,660,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,1.0,most,QD,a/an,IND,,18,Group 10
77,688,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,3.0,most,QD,a/an,IND,,18,Group 10
77,716,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,2.0,most,QD,a/an,IND,,9,Group 10
77,744,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,3.0,most,QD,a/an,IND,,23,Group 10
77,772,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,1.0,most,QD,a/an,IND,,10,Group 10
77,800,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,4.0,most,QD,a/an,IND,,24,Group 10
77,828,Most bookstores exclusively sell a type of book,though it's a different type of book in each case.,S,F2,4.0,most,QD,a/an,IND,,24,Group 10
77,651,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,12,Group 11
77,710,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,21,Group 11
77,738,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,7,Group 11
77,774,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,11,Group 11
77,801,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,26,Group 11
77,829,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,23,Group 11
77,841,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,21,Group 11
77,861,Most bookstores exclusively sell this type of book,because it's a popular type of book.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,14,Group 11
77,659,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,9,Group 20
77,687,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,18,Group 20
77,715,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,1.0,na_control,na_control,na_control,na_control,It doesn't make any logical sense to me,6,Group 20
77,743,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,14,Group 20
77,771,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,2.0,na_control,na_control,na_control,na_control,it contradicts the first phrase,5,Group 20
77,799,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,21,Group 20
77,827,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,11,Group 20
77,856,Most bookstores exclusively sell this type of book,though it's a different type of book in each case.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,24,Group 20
78,634,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,3.0,some,QD,a/an,IND,,18,Group 13
78,663,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,5.0,some,QD,a/an,IND,,10,Group 13
78,722,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,7.0,some,QD,a/an,IND,,18,Group 13
78,752,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,2.0,some,QD,a/an,IND,,21,Group 13
78,782,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,6.0,some,QD,a/an,IND,,19,Group 13
78,803,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,7.0,some,QD,a/an,IND,,15,Group 13
78,859,Some gardeners grow a kind of plant,as this kind of plant is beautiful.,S,F1,7.0,some,QD,a/an,IND,,19,Group 13
78,656,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,2.0,some,QD,a/an,IND,,14,Group 17
78,677,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,2.0,some,QD,a/an,IND,,25,Group 17
78,712,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,2.0,some,QD,a/an,IND,,18,Group 17
78,740,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,5.0,some,QD,a/an,IND,,21,Group 17
78,768,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,5.0,some,QD,a/an,IND,,9,Group 17
78,796,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,2.0,some,QD,a/an,IND,,7,Group 17
78,824,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,1.0,some,QD,a/an,IND,,16,Group 17
78,853,Some gardeners grow a kind of plant,though they don't grow the same kind.,S,F2,2.0,some,QD,a/an,IND,,9,Group 17
78,633,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,23,Group 15
78,684,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,14,Group 15
78,725,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,23,Group 15
78,751,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,12,Group 15
78,779,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,20,Group 15
78,816,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,14,Group 15
78,840,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,10,Group 15
78,865,Some gardeners grow this kind of plant,as this kind of plant is beautiful.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,25,Group 15
78,654,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,3.0,na_control,na_control,na_control,na_control,,21,Group 1
78,681,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,5,Group 1
78,708,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,9,Group 1
78,792,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,2.0,na_control,na_control,na_control,na_control,,7,Group 1
78,820,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,24,Group 1
78,847,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,2.0,na_control,na_control,na_control,na_control,it is not clear what the meaning is,7,Group 1
78,863,Some gardeners grow this kind of plant,though they don't grow the same kind.,Sc,F2,1.0,na_control,na_control,na_control,na_control,,9,Group 1
79,633,Some actors work with a few directors,as the directors are experienced.,S,F1,6.0,some,QD,a few,QD,,5,Group 15
79,684,Some actors work with a few directors,as the directors are experienced.,S,F1,2.0,some,QD,a few,QD,,5,Group 15
79,725,Some actors work with a few directors,as the directors are experienced.,S,F1,4.0,some,QD,a few,QD,,24,Group 15
79,751,Some actors work with a few directors,as the directors are experienced.,S,F1,4.0,some,QD,a few,QD,,11,Group 15
79,779,Some actors work with a few directors,as the directors are experienced.,S,F1,5.0,some,QD,a few,QD,,16,Group 15
79,816,Some actors work with a few directors,as the directors are experienced.,S,F1,4.0,some,QD,a few,QD,,12,Group 15
79,840,Some actors work with a few directors,as the directors are experienced.,S,F1,2.0,some,QD,a few,QD,,9,Group 15
79,865,Some actors work with a few directors,as the directors are experienced.,S,F1,4.0,some,QD,a few,QD,,18,Group 15
79,667,Some actors work with a few directors,though they don't work with the same directors.,S,F2,4.0,some,QD,a few,QD,,9,Group 25
79,689,Some actors work with a few directors,though they don't work with the same directors.,S,F2,3.0,some,QD,a few,QD,,9,Group 25
79,717,Some actors work with a few directors,though they don't work with the same directors.,S,F2,2.0,some,QD,a few,QD,,26,Group 25
79,745,Some actors work with a few directors,though they don't work with the same directors.,S,F2,2.0,some,QD,a few,QD,,15,Group 25
79,773,Some actors work with a few directors,though they don't work with the same directors.,S,F2,4.0,some,QD,a few,QD,,10,Group 25
79,802,Some actors work with a few directors,though they don't work with the same directors.,S,F2,4.0,some,QD,a few,QD,,21,Group 25
79,830,Some actors work with a few directors,though they don't work with the same directors.,S,F2,2.0,some,QD,a few,QD,,23,Group 25
79,858,Some actors work with a few directors,though they don't work with the same directors.,S,F2,7.0,some,QD,a few,QD,,18,Group 25
79,655,Some actors work with these directors,as the directors are experienced.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,16,Group 5
79,709,Some actors work with these directors,as the directors are experienced.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,23,Group 5
79,733,Some actors work with these directors,as the directors are experienced.,Sc,F1,5.0,na_control,na_control,na_control,na_control,,19,Group 5
79,762,Some actors work with these directors,as the directors are experienced.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,11,Group 1
79,763,Some actors work with these directors,as the directors are experienced.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,24,Group 5
79,793,Some actors work with these directors,as the directors are experienced.,Sc,F1,6.0,na_control,na_control,na_control,na_control,,19,Group 5
79,821,Some actors work with these directors,as the directors are experienced.,Sc,F1,4.0,na_control,na_control,na_control,na_control,,21,Group 5
79,848,Some actors work with these directors,as the directors are experienced.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,15,Group 5
79,860,Some actors work with these directors,as the directors are experienced.,Sc,F1,7.0,na_control,na_control,na_control,na_control,,14,Group 5
79,658,Some actors work with these directors,though they don't work with the same directors.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,16,Group 0
79,686,Some actors work with these directors,though they don't work with the same directors.,Sc,F2,4.0,na_control,na_control,na_control,na_control,,24,Group 0
