idx,workerid,sentence,Option A,Option B,response,gold_ans,gold_scope_label,OP1,OP1_type,OP2,OP2_type,comments,slide_number_in_experiment,proliferate.condition
410,442,A dolphin can be seen in all major aquariums.,Different dolphins are seen in different aquariums.,The same dolphin is seen in all the aquariums.,A,A,inverse,a,indefinite,all,universal,,11,Group 38
414,570,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,A,A,inverse,a,indefinite,all,universal,,26,Group 5
414,460,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,A,A,inverse,a,indefinite,all,universal,,22,Group 5
414,350,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,A,A,inverse,a,indefinite,all,universal,,20,Group 5
414,515,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,A,A,inverse,a,indefinite,all,universal,,17,Group 5
414,404,A hospital is present in all cities.,Not all cities have the same hospital,All cities have the exact same hospital,A,A,inverse,a,indefinite,all,universal,,20,Group 5
417,606,There is a fire extinguisher on each floor.,Not every floor has the same fire extinguisher,The same fire extinguisher is on every floor,A,A,inverse,a,indefinite,each,universal,,26,Group 3
417,492,There is a fire extinguisher on each floor.,Not every floor has the same fire extinguisher,The same fire extinguisher is on every floor,A,A,inverse,a,indefinite,each,universal,,21,Group 3
417,548,There is a fire extinguisher on each floor.,Not every floor has the same fire extinguisher,The same fire extinguisher is on every floor,A,A,inverse,a,indefinite,each,universal,,22,Group 3
417,381,There is a fire extinguisher on each floor.,Not every floor has the same fire extinguisher,The same fire extinguisher is on every floor,A,A,inverse,a,indefinite,each,universal,,7,Group 3
417,438,There is a fire extinguisher on each floor.,Not every floor has the same fire extinguisher,The same fire extinguisher is on every floor,A,A,inverse,a,indefinite,each,universal,,11,Group 3
418,409,A different book will be discussed each month.,There are more than two books discussed in total,There are exactly two books discussed in total,A,A,inverse,a,indefinite,each,universal,,7,Group 53
418,353,A different book will be discussed each month.,There are more than two books discussed in total,There are exactly two books discussed in total,A,A,inverse,a,indefinite,each,universal,,25,Group 53
418,519,A different book will be discussed each month.,There are more than two books discussed in total,There are exactly two books discussed in total,A,A,inverse,a,indefinite,each,universal,,20,Group 53
418,462,A different book will be discussed each month.,There are more than two books discussed in total,There are exactly two books discussed in total,A,A,inverse,a,indefinite,each,universal,,21,Group 53
418,571,A different book will be discussed each month.,There are more than two books discussed in total,There are exactly two books discussed in total,B,A,inverse,a,indefinite,each,universal,it could be either,17,Group 53
420,559,A printer is present in each department of the company.,"In total, there is more than one printer present across all company departments","In total, there is one printer present across all company departments",A,A,inverse,a,indefinite,each,universal,,14,Group 28
420,617,A printer is present in each department of the company.,"In total, there is more than one printer present across all company departments","In total, there is one printer present across all company departments",A,A,inverse,a,indefinite,each,universal,,22,Group 28
420,500,A printer is present in each department of the company.,"In total, there is more than one printer present across all company departments","In total, there is one printer present across all company departments",A,A,inverse,a,indefinite,each,universal,,22,Group 28
420,410,A printer is present in each department of the company.,"In total, there is more than one printer present across all company departments","In total, there is one printer present across all company departments",A,A,inverse,a,indefinite,each,universal,,12,Group 28
420,445,A printer is present in each department of the company.,"In total, there is more than one printer present across all company departments","In total, there is one printer present across all company departments",A,A,inverse,a,indefinite,each,universal,,26,Group 28
421,482,A different movie is shown each night.,There are exactly two movies shown in total,There are more than two movies shown in total,B,B,inverse,a,indefinite,each,universal,,14,Group 15
421,370,A different movie is shown each night.,There are exactly two movies shown in total,There are more than two movies shown in total,B,B,inverse,a,indefinite,each,universal,,7,Group 15
421,431,A different movie is shown each night.,There are exactly two movies shown in total,There are more than two movies shown in total,B,B,inverse,a,indefinite,each,universal,,6,Group 15
421,594,A different movie is shown each night.,There are exactly two movies shown in total,There are more than two movies shown in total,B,B,inverse,a,indefinite,each,universal,,9,Group 15
421,535,A different movie is shown each night.,There are exactly two movies shown in total,There are more than two movies shown in total,B,B,inverse,a,indefinite,each,universal,,12,Group 15
422,457,A different book is read each month.,There are more than two books read in total,There are exactly two books read in total,A,A,inverse,a,indefinite,each,universal,,15,Group 43
422,592,A different book is read each month.,There are more than two books read in total,There are exactly two books read in total,A,A,inverse,a,indefinite,each,universal,,26,Group 43
422,510,A different book is read each month.,There are more than two books read in total,There are exactly two books read in total,A,A,inverse,a,indefinite,each,universal,,12,Group 43
422,390,A different book is read each month.,There are more than two books read in total,There are exactly two books read in total,A,A,inverse,a,indefinite,each,universal,,5,Group 43
422,341,A different book is read each month.,There are more than two books read in total,There are exactly two books read in total,A,A,inverse,a,indefinite,each,universal,,20,Group 43
423,581,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,B,B,inverse,a,indefinite,every,universal,,6,Group 47
423,364,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,B,B,inverse,a,indefinite,every,universal,,17,Group 47
423,420,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,B,B,inverse,a,indefinite,every,universal,,20,Group 47
423,469,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,B,B,inverse,a,indefinite,every,universal,,16,Group 47
423,618,There is a different painting in every room.,The same painting is present in every room,Not every room has the same painting,B,B,inverse,a,indefinite,every,universal,,24,Group 47
424,493,A different song is played every hour.,There is more than one song played in total,There is exactly one song played in total,A,A,inverse,a,indefinite,every,universal,,7,Group 48
424,605,A different song is played every hour.,There is more than one song played in total,There is exactly one song played in total,A,A,inverse,a,indefinite,every,universal,,24,Group 48
424,620,A different song is played every hour.,There is more than one song played in total,There is exactly one song played in total,A,A,inverse,a,indefinite,every,universal,,11,Group 48
424,550,A different song is played every hour.,There is more than one song played in total,There is exactly one song played in total,A,A,inverse,a,indefinite,every,universal,,11,Group 48
425,598,A different employee is awarded each month.,There are more than two employees awarded in total,There are exactly two employees awarded in total,A,A,inverse,a,indefinite,each,universal,,14,Group 10
425,537,A different employee is awarded each month.,There are more than two employees awarded in total,There are exactly two employees awarded in total,A,A,inverse,a,indefinite,each,universal,,26,Group 10
425,417,A different employee is awarded each month.,There are more than two employees awarded in total,There are exactly two employees awarded in total,A,A,inverse,a,indefinite,each,universal,,11,Group 10
425,373,A different employee is awarded each month.,There are more than two employees awarded in total,There are exactly two employees awarded in total,A,A,inverse,a,indefinite,each,universal,,25,Group 10
425,477,A different employee is awarded each month.,There are more than two employees awarded in total,There are exactly two employees awarded in total,A,A,inverse,a,indefinite,each,universal,,24,Group 10
426,606,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,B,B,inverse,a,indefinite,every,universal,,21,Group 3
426,492,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,B,B,inverse,a,indefinite,every,universal,,9,Group 3
426,548,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,B,B,inverse,a,indefinite,every,universal,,5,Group 3
426,381,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,B,B,inverse,a,indefinite,every,universal,,11,Group 3
426,438,There is a different plant in every window.,The same plant is present in every window,Not every window has the same plant,B,B,inverse,a,indefinite,every,universal,,7,Group 3
427,581,A different dessert is served each day.,There are exactly two desserts served in total,There are more than two desserts served in total,B,B,inverse,a,indefinite,each,universal,,17,Group 47
427,364,A different dessert is served each day.,There are exactly two desserts served in total,There are more than two desserts served in total,B,B,inverse,a,indefinite,each,universal,,21,Group 47
427,420,A different dessert is served each day.,There are exactly two desserts served in total,There are more than two desserts served in total,B,B,inverse,a,indefinite,each,universal,,16,Group 47
427,469,A different dessert is served each day.,There are exactly two desserts served in total,There are more than two desserts served in total,B,B,inverse,a,indefinite,each,universal,,27,Group 47
427,618,A different dessert is served each day.,There are exactly two desserts served in total,There are more than two desserts served in total,B,B,inverse,a,indefinite,each,universal,,26,Group 47
428,561,Some books are read every month.,"Each month, the same books are read","Each month, different books are read",A,B,inverse,some,existential,every,universal,,21,Group 51
428,454,Some books are read every month.,"Each month, the same books are read","Each month, different books are read",B,B,inverse,some,existential,every,universal,,24,Group 51
428,392,Some books are read every month.,"Each month, the same books are read","Each month, different books are read",B,B,inverse,some,existential,every,universal,,16,Group 51
428,334,Some books are read every month.,"Each month, the same books are read","Each month, different books are read",B,B,inverse,some,existential,every,universal,,7,Group 51
428,507,Some books are read every month.,"Each month, the same books are read","Each month, different books are read",B,B,inverse,some,existential,every,universal,could be  either,26,Group 51
429,468,A few movies are shown in each theater.,Every theater shows the same few movies,Not every theater shows the same few movies,B,B,inverse,a few,existential,each,universal,,19,Group 16
429,415,A few movies are shown in each theater.,Every theater shows the same few movies,Not every theater shows the same few movies,B,B,inverse,a few,existential,each,universal,,21,Group 16
429,359,A few movies are shown in each theater.,Every theater shows the same few movies,Not every theater shows the same few movies,B,B,inverse,a few,existential,each,universal,,14,Group 16
429,580,A few movies are shown in each theater.,Every theater shows the same few movies,Not every theater shows the same few movies,B,B,inverse,a few,existential,each,universal,,14,Group 16
429,526,A few movies are shown in each theater.,Every theater shows the same few movies,Not every theater shows the same few movies,B,B,inverse,a few,existential,each,universal,There is n't really enough info to choose between the two options - both are possible and probably equally likely,7,Group 16
430,566,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,A,A,inverse,several,existential,every,universal,,27,Group 33
430,337,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,A,A,inverse,several,existential,every,universal,,7,Group 33
430,395,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,B,A,inverse,several,existential,every,universal,,24,Group 33
430,524,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,A,A,inverse,several,existential,every,universal,,21,Group 33
430,456,Several ingredients are used in every recipe.,A potentially different group of ingredients are used in each recipe,The same ingredients are used in every recipe,A,A,inverse,several,existential,every,universal,,16,Group 33
431,343,Some songs are played each day.,"Each day, different songs are played","Each day, the same songs are played",A,A,inverse,some,existential,each,universal,A is slightly more likely to be the answer.,16,Group 46
431,512,Some songs are played each day.,"Each day, different songs are played","Each day, the same songs are played",A,A,inverse,some,existential,each,universal,,25,Group 46
431,613,Some songs are played each day.,"Each day, different songs are played","Each day, the same songs are played",A,A,inverse,some,existential,each,universal,,27,Group 46
432,472,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,B,A,inverse,a few,existential,each,universal,,22,Group 20
432,407,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,A,A,inverse,a few,existential,each,universal,,7,Group 20
432,340,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,A,A,inverse,a few,existential,each,universal,,17,Group 20
432,513,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,A,A,inverse,a few,existential,each,universal,,27,Group 20
432,568,A few exercises are included in each workout.,Not every workout includes the same few exercises,Every workout includes the same few exercises,A,A,inverse,a few,existential,each,universal,,5,Group 20
433,603,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,B,B,inverse,several,existential,every,universal,,24,Group 29
433,435,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,B,B,inverse,several,existential,every,universal,,20,Group 29
433,378,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,B,B,inverse,several,existential,every,universal,,12,Group 29
433,545,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,B,B,inverse,several,existential,every,universal,,7,Group 29
433,491,Several factors influence every decision.,The same factors influence every decision,A potentially different group of factors influence each decision,B,B,inverse,several,existential,every,universal,,6,Group 29
437,565,Some tasks are completed each day.,"Each day, different tasks are completed","Each day, the same tasks are completed",A,A,inverse,some,existential,each,universal,,24,Group 19
437,446,Some tasks are completed each day.,"Each day, different tasks are completed","Each day, the same tasks are completed",A,A,inverse,some,existential,each,universal,,6,Group 19
437,504,Some tasks are completed each day.,"Each day, different tasks are completed","Each day, the same tasks are completed",A,A,inverse,some,existential,each,universal,,5,Group 19
437,389,Some tasks are completed each day.,"Each day, different tasks are completed","Each day, the same tasks are completed",A,A,inverse,some,existential,each,universal,,27,Group 19
437,345,Some tasks are completed each day.,"Each day, different tasks are completed","Each day, the same tasks are completed",A,A,inverse,some,existential,each,universal,,7,Group 19
438,529,A few mistakes are found in every manuscript.,The same mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,B,B,inverse,a few,existential,every,universal,,25,Group 44
438,587,A few mistakes are found in every manuscript.,The same mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,B,B,inverse,a few,existential,every,universal,,11,Group 44
438,365,A few mistakes are found in every manuscript.,The same mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,B,B,inverse,a few,existential,every,universal,,11,Group 44
438,476,A few mistakes are found in every manuscript.,The same mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,B,B,inverse,a few,existential,every,universal,,24,Group 44
438,426,A few mistakes are found in every manuscript.,The same mistakes are found in every manuscript.,Different mistakes are found in each manuscript.,B,B,inverse,a few,existential,every,universal,,22,Group 44
441,494,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,B,B,inverse,a few,existential,every,universal,,17,Group 52
441,383,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,B,B,inverse,a few,existential,every,universal,,6,Group 52
441,607,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,B,B,inverse,a few,existential,every,universal,,19,Group 52
441,439,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,B,B,inverse,a few,existential,every,universal,,16,Group 52
441,551,A few cars break down on every road trip.,The same cars break down on every road trip.,Different cars break down on each road trip.,B,B,inverse,a few,existential,every,universal,,6,Group 52
443,332,Several factors influence all business decisions.,Different factors influence each business decision.,The same factors influence all business decisions.,A,A,inverse,several,existential,all,universal,,5,Group 9
443,556,Several factors influence all business decisions.,Different factors influence each business decision.,The same factors influence all business decisions.,B,A,inverse,several,existential,all,universal,,19,Group 9
443,501,Several factors influence all business decisions.,Different factors influence each business decision.,The same factors influence all business decisions.,A,A,inverse,several,existential,all,universal,,5,Group 9
443,556,Several factors influence all business decisions.,Different factors influence each business decision.,The same factors influence all business decisions.,A,A,inverse,several,existential,all,universal,,17,Group 9
443,448,Several factors influence all business decisions.,Different factors influence each business decision.,The same factors influence all business decisions.,A,A,inverse,several,existential,all,universal,,27,Group 9
444,482,A few students fail in every class.,The same students fail in every class.,Different students fail in each class.,B,B,inverse,a few,existential,every,universal,,10,Group 15
444,370,A few students fail in every class.,The same students fail in every class.,Different students fail in each class.,B,B,inverse,a few,existential,every,universal,,12,Group 15
444,431,A few students fail in every class.,The same students fail in every class.,Different students fail in each class.,B,B,inverse,a few,existential,every,universal,Could mean either,19,Group 15
444,594,A few students fail in every class.,The same students fail in every class.,Different students fail in each class.,B,B,inverse,a few,existential,every,universal,,21,Group 15
444,535,A few students fail in every class.,The same students fail in every class.,Different students fail in each class.,B,B,inverse,a few,existential,every,universal,,22,Group 15
446,539,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,B,B,inverse,several,existential,every,universal,,16,Group 24
446,599,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,B,B,inverse,several,existential,every,universal,,21,Group 24
446,374,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,B,B,inverse,several,existential,every,universal,,25,Group 24
446,486,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,B,B,inverse,several,existential,every,universal,,9,Group 24
446,418,Several challenges are faced in every project.,The same challenges are faced in every project.,Different challenges are faced in each project.,B,B,inverse,several,existential,every,universal,,10,Group 24
448,376,Several solutions exist for every problem.,The same solutions exist for every problem.,A potentially different set of solutions exist for each problem.,B,B,inverse,several,existential,every,universal,,5,Group 2
448,602,Several solutions exist for every problem.,The same solutions exist for every problem.,A potentially different set of solutions exist for each problem.,B,B,inverse,several,existential,every,universal,,17,Group 2
448,488,Several solutions exist for every problem.,The same solutions exist for every problem.,A potentially different set of solutions exist for each problem.,B,B,inverse,several,existential,every,universal,,16,Group 2
448,428,Several solutions exist for every problem.,The same solutions exist for every problem.,A potentially different set of solutions exist for each problem.,B,B,inverse,several,existential,every,universal,,10,Group 2
448,544,Several solutions exist for every problem.,The same solutions exist for every problem.,A potentially different set of solutions exist for each problem.,B,B,inverse,several,existential,every,universal,,14,Group 2
449,416,A few books are written by each author.,Not every author writes the same few books.,Every author writes the same few books.,A,A,inverse,a few,existential,each,universal,,24,Group 18
449,347,A few books are written by each author.,Not every author writes the same few books.,Every author writes the same few books.,A,A,inverse,a few,existential,each,universal,just don't understand this one,20,Group 18
449,583,A few books are written by each author.,Not every author writes the same few books.,Every author writes the same few books.,A,A,inverse,a few,existential,each,universal,,17,Group 18
449,614,A few books are written by each author.,Not every author writes the same few books.,Every author writes the same few books.,A,A,inverse,a few,existential,each,universal,,14,Group 18
449,536,A few books are written by each author.,Not every author writes the same few books.,Every author writes the same few books.,A,A,inverse,a few,existential,each,universal,,15,Group 18
450,566,A few ingredients are included in each recipe.,Not every recipe has the same few ingredients.,Every recipe has the same few ingredients.,A,A,inverse,a few,existential,each,universal,,5,Group 33
450,337,A few ingredients are included in each recipe.,Not every recipe has the same few ingredients.,Every recipe has the same few ingredients.,A,A,inverse,a few,existential,each,universal,,24,Group 33
450,395,A few ingredients are included in each recipe.,Not every recipe has the same few ingredients.,Every recipe has the same few ingredients.,A,A,inverse,a few,existential,each,universal,,26,Group 33
450,524,A few ingredients are included in each recipe.,Not every recipe has the same few ingredients.,Every recipe has the same few ingredients.,A,A,inverse,a few,existential,each,universal,,6,Group 33
450,456,A few ingredients are included in each recipe.,Not every recipe has the same few ingredients.,Every recipe has the same few ingredients.,A,A,inverse,a few,existential,each,universal,,26,Group 33
452,603,Some opportunities are available in any career.,The same opportunities are available in every career.,"In each career, a potentially different set of opportunities is available.",B,B,inverse,some,existential,any,universal,,26,Group 29
452,435,Some opportunities are available in any career.,The same opportunities are available in every career.,"In each career, a potentially different set of opportunities is available.",B,B,inverse,some,existential,any,universal,,9,Group 29
452,378,Some opportunities are available in any career.,The same opportunities are available in every career.,"In each career, a potentially different set of opportunities is available.",B,B,inverse,some,existential,any,universal,,9,Group 29
452,545,Some opportunities are available in any career.,The same opportunities are available in every career.,"In each career, a potentially different set of opportunities is available.",B,B,inverse,some,existential,any,universal,,20,Group 29
452,491,Some opportunities are available in any career.,The same opportunities are available in every career.,"In each career, a potentially different set of opportunities is available.",B,B,inverse,some,existential,any,universal,,24,Group 29
453,465,Several strategies are used in every game.,A potentially different set of strategies is used in each game.,The same strategies are used in every game.,A,A,inverse,several,existential,every,universal,,9,Group 34
453,577,Several strategies are used in every game.,A potentially different set of strategies is used in each game.,The same strategies are used in every game.,A,A,inverse,several,existential,every,universal,,10,Group 34
453,531,Several strategies are used in every game.,A potentially different set of strategies is used in each game.,The same strategies are used in every game.,A,A,inverse,several,existential,every,universal,,27,Group 34
453,344,Several strategies are used in every game.,A potentially different set of strategies is used in each game.,The same strategies are used in every game.,A,A,inverse,several,existential,every,universal,The logic several strategies are used where it would be a stratagy.,25,Group 34
453,419,Several strategies are used in every game.,A potentially different set of strategies is used in each game.,The same strategies are used in every game.,B,A,inverse,several,existential,every,universal,"I assume it means option B, but this was one question I found that either answer could be correct depending on how it is interpreted. I think the lack of additional context makes this one difficult.",12,Group 34
456,473,Some animals live in every forest.,Different sets of animals live in different forests.,The same set of animals lives in every forest.,A,A,inverse,some,existential,every,universal,,11,Group 12
456,363,Some animals live in every forest.,Different sets of animals live in different forests.,The same set of animals lives in every forest.,A,A,inverse,some,existential,every,universal,,19,Group 12
456,527,Some animals live in every forest.,Different sets of animals live in different forests.,The same set of animals lives in every forest.,A,A,inverse,some,existential,every,universal,,10,Group 12
456,582,Some animals live in every forest.,Different sets of animals live in different forests.,The same set of animals lives in every forest.,A,A,inverse,some,existential,every,universal,,24,Group 12
457,561,Some lessons can be learned from any experience.,The same lessons can be learned from every experience.,"In each experience, a potentially different set of lessons can be learned.",B,B,inverse,some,existential,any,universal,,22,Group 51
457,454,Some lessons can be learned from any experience.,The same lessons can be learned from every experience.,"In each experience, a potentially different set of lessons can be learned.",B,B,inverse,some,existential,any,universal,,6,Group 51
457,392,Some lessons can be learned from any experience.,The same lessons can be learned from every experience.,"In each experience, a potentially different set of lessons can be learned.",B,B,inverse,some,existential,any,universal,,27,Group 51
457,334,Some lessons can be learned from any experience.,The same lessons can be learned from every experience.,"In each experience, a potentially different set of lessons can be learned.",B,B,inverse,some,existential,any,universal,,22,Group 51
457,507,Some lessons can be learned from any experience.,The same lessons can be learned from every experience.,"In each experience, a potentially different set of lessons can be learned.",B,B,inverse,some,existential,any,universal,,7,Group 51
460,475,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,B,A,inverse,a few,existential,every,universal,,26,Group 37
460,586,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,B,A,inverse,a few,existential,every,universal,,24,Group 37
460,530,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,A,A,inverse,a few,existential,every,universal,,21,Group 37
460,366,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,B,A,inverse,a few,existential,every,universal,,17,Group 37
460,422,A few key players influence every game.,Different key players influence each game.,The same key players influence every game.,B,A,inverse,a few,existential,every,universal,,12,Group 37
461,343,Some unique features are present in all smartphones.,The same unique features are present in all smartphones.,Different unique features are present in different smartphones.,B,B,inverse,some,existential,all,universal,,26,Group 46
461,512,Some unique features are present in all smartphones.,The same unique features are present in all smartphones.,Different unique features are present in different smartphones.,B,B,inverse,some,existential,all,universal,,9,Group 46
461,613,Some unique features are present in all smartphones.,The same unique features are present in all smartphones.,Different unique features are present in different smartphones.,B,B,inverse,some,existential,all,universal,"It was a little difficult because of the word ""unique"". Usually this is something that isn't found in another.",10,Group 46
463,473,Some hidden gems can be found in any city.,The same hidden gems can be found in every city.,"In each city, a potentially different set of hidden gems can be found.",B,B,inverse,some,existential,any,universal,,10,Group 12
463,363,Some hidden gems can be found in any city.,The same hidden gems can be found in every city.,"In each city, a potentially different set of hidden gems can be found.",B,B,inverse,some,existential,any,universal,,16,Group 12
463,527,Some hidden gems can be found in any city.,The same hidden gems can be found in every city.,"In each city, a potentially different set of hidden gems can be found.",B,B,inverse,some,existential,any,universal,,24,Group 12
463,582,Some hidden gems can be found in any city.,The same hidden gems can be found in every city.,"In each city, a potentially different set of hidden gems can be found.",B,B,inverse,some,existential,any,universal,,21,Group 12
464,595,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,B,A,inverse,a few,existential,every,universal,,27,Group 11
464,371,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,B,A,inverse,a few,existential,every,universal,,19,Group 11
464,398,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,B,A,inverse,a few,existential,every,universal,,11,Group 11
464,470,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,B,A,inverse,a few,existential,every,universal,,9,Group 11
464,523,A few classic books are loved by every generation.,Different classic books are loved by each generation.,The same classic books are loved by every generation.,B,A,inverse,a few,existential,every,universal,,11,Group 11
465,472,Some challenges are faced by all startups.,The same challenges are faced by all startups.,Different startups face different challenges.,B,B,inverse,some,existential,all,universal,neither of the answers match the statement,10,Group 20
465,407,Some challenges are faced by all startups.,The same challenges are faced by all startups.,Different startups face different challenges.,B,B,inverse,some,existential,all,universal,,17,Group 20
465,340,Some challenges are faced by all startups.,The same challenges are faced by all startups.,Different startups face different challenges.,A,B,inverse,some,existential,all,universal,,7,Group 20
465,513,Some challenges are faced by all startups.,The same challenges are faced by all startups.,Different startups face different challenges.,B,B,inverse,some,existential,all,universal,Either one could well be true,7,Group 20
465,568,Some challenges are faced by all startups.,The same challenges are faced by all startups.,Different startups face different challenges.,B,B,inverse,some,existential,all,universal,,17,Group 20
466,603,A few ingredients can enhance every dish.,The same ingredients can enhance every dish.,Different ingredients are needed to enhance each dish.,A,B,inverse,a few,existential,every,universal,'A few' doesn't specify that they are the same ingredients BUT 'different ingredients are needed' doesn't really fit either. ,25,Group 29
466,435,A few ingredients can enhance every dish.,The same ingredients can enhance every dish.,Different ingredients are needed to enhance each dish.,B,B,inverse,a few,existential,every,universal,,5,Group 29
466,378,A few ingredients can enhance every dish.,The same ingredients can enhance every dish.,Different ingredients are needed to enhance each dish.,B,B,inverse,a few,existential,every,universal,,15,Group 29
466,545,A few ingredients can enhance every dish.,The same ingredients can enhance every dish.,Different ingredients are needed to enhance each dish.,B,B,inverse,a few,existential,every,universal,,15,Group 29
466,491,A few ingredients can enhance every dish.,The same ingredients can enhance every dish.,Different ingredients are needed to enhance each dish.,B,B,inverse,a few,existential,every,universal,,27,Group 29
468,539,A few books are read by every student.,Every student reads the same books.,Not every student reads the same books.,B,B,inverse,a few,existential,every,universal,,17,Group 24
468,599,A few books are read by every student.,Every student reads the same books.,Not every student reads the same books.,A,B,inverse,a few,existential,every,universal,Statement is not very clear but A is more likely,16,Group 24
468,374,A few books are read by every student.,Every student reads the same books.,Not every student reads the same books.,B,B,inverse,a few,existential,every,universal,,12,Group 24
468,486,A few books are read by every student.,Every student reads the same books.,Not every student reads the same books.,B,B,inverse,a few,existential,every,universal,,15,Group 24
468,418,A few books are read by every student.,Every student reads the same books.,Not every student reads the same books.,B,B,inverse,a few,existential,every,universal,,25,Group 24
470,379,Some exercises are included in any fitness routine.,Different fitness routines include different exercises.,The same exercises are included in every fitness routine.,A,A,inverse,some,existential,any,universal,,15,Group 40
470,434,Some exercises are included in any fitness routine.,Different fitness routines include different exercises.,The same exercises are included in every fitness routine.,A,A,inverse,some,existential,any,universal,,5,Group 40
470,604,Some exercises are included in any fitness routine.,Different fitness routines include different exercises.,The same exercises are included in every fitness routine.,A,A,inverse,some,existential,any,universal,,16,Group 40
470,547,Some exercises are included in any fitness routine.,Different fitness routines include different exercises.,The same exercises are included in every fitness routine.,A,A,inverse,some,existential,any,universal,,14,Group 40
470,490,Some exercises are included in any fitness routine.,Different fitness routines include different exercises.,The same exercises are included in every fitness routine.,B,A,inverse,some,existential,any,universal,"BOTH are equally likely here, we don't know how many exercises and how many routines there are in total ",14,Group 40
471,570,A few songs are liked by each person.,Not every person likes the same songs.,Every person likes the same songs.,A,A,inverse,a few,existential,each,universal,,19,Group 5
471,460,A few songs are liked by each person.,Not every person likes the same songs.,Every person likes the same songs.,A,A,inverse,a few,existential,each,universal,,11,Group 5
471,350,A few songs are liked by each person.,Not every person likes the same songs.,Every person likes the same songs.,A,A,inverse,a few,existential,each,universal,,19,Group 5
471,515,A few songs are liked by each person.,Not every person likes the same songs.,Every person likes the same songs.,A,A,inverse,a few,existential,each,universal,,10,Group 5
471,404,A few songs are liked by each person.,Not every person likes the same songs.,Every person likes the same songs.,A,A,inverse,a few,existential,each,universal,,7,Group 5
472,368,Some plants are found in all gardens.,Not every garden has the same plants.,Every garden has the same plants.,A,A,inverse,some,existential,all,universal,,19,Group 27
472,533,Some plants are found in all gardens.,Not every garden has the same plants.,Every garden has the same plants.,A,A,inverse,some,existential,all,universal,,20,Group 27
472,589,Some plants are found in all gardens.,Not every garden has the same plants.,Every garden has the same plants.,A,A,inverse,some,existential,all,universal,,17,Group 27
472,427,Some plants are found in all gardens.,Not every garden has the same plants.,Every garden has the same plants.,A,A,inverse,some,existential,all,universal,,17,Group 27
472,478,Some plants are found in all gardens.,Not every garden has the same plants.,Every garden has the same plants.,A,A,inverse,some,existential,all,universal,,7,Group 27
